article_no,discipline,subdiscipline,journal_title,journal_url,volume,issue,month,year,issue_url,type,title,article_url
236,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,46,1,July,2018,https://link.springer.com/journal/11239/46/1,Original Paper,Management of antithrombotic therapy in adults with immune thrombocytopenia (ITP): a survey of ITP specialists and general hematologist–oncologists,https://link.springer.com/article/10.1007/s11239-018-1649-7
237,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,46,1,July,2018,https://link.springer.com/journal/11239/46/1,Review Paper,Fixed-dose 4-factor prothrombin complex concentrate: we don’t know where we’re going if we don’t know how to get there,https://link.springer.com/article/10.1007/s11239-018-1653-y
238,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,46,1,July,2018,https://link.springer.com/journal/11239/46/1,Original Paper,The effect of oxygen in Sirt3-mediated myocardial protection: a proof-of-concept study in cultured cardiomyoblasts,https://link.springer.com/article/10.1007/s11239-018-1677-3
239,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,45,4,May,2018,https://link.springer.com/journal/11239/45/4,Review Paper,Direct oral anti-coagulants compared to vitamin-K antagonists in cardioversion of atrial fibrillation: an updated meta-analysis,https://link.springer.com/article/10.1007/s11239-018-1622-5
240,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,45,4,May,2018,https://link.springer.com/journal/11239/45/4,Original Paper,The predictive value of the CHA2DS2-VASc score in patients with mechanical mitral valve thrombosis,https://link.springer.com/article/10.1007/s11239-018-1640-3
241,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,45,4,May,2018,https://link.springer.com/journal/11239/45/4,Original Paper,Impact of platelet reactivity on 5-year clinical outcomes following percutaneous coronary intervention: a landmark analysis,https://link.springer.com/article/10.1007/s11239-018-1630-5
242,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,45,4,May,2018,https://link.springer.com/journal/11239/45/4,Original Paper,Evaluation of potential antiplatelet effects of CSL112 (Apolipoprotein A-I [Human]) in patients with atherosclerosis: results from a phase 2a study,https://link.springer.com/article/10.1007/s11239-018-1644-z
243,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,45,3,April,2018,https://link.springer.com/journal/11239/45/3,Review Paper,Do telehealth interventions improve oral anticoagulation management? A systematic review and meta-analysis,https://link.springer.com/article/10.1007/s11239-018-1609-2
244,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,45,3,April,2018,https://link.springer.com/journal/11239/45/3,Original Paper,A new method of CT for the cardiac measurement: correlation of computed tomography measured cardiac parameters and pulmonary obstruction index to assess cardiac morphological changes in acute pulmonary embolism patients,https://link.springer.com/article/10.1007/s11239-018-1628-z
245,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,45,3,April,2018,https://link.springer.com/journal/11239/45/3,Original Paper,Peri-procedural antithrombotic management: time to burn the bridge?,https://link.springer.com/article/10.1007/s11239-018-1616-3
246,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,45,3,April,2018,https://link.springer.com/journal/11239/45/3,Original Paper,Does my patient have a pulmonary embolism? The Wells vs. PISA 2 rule in orthopedic patients,https://link.springer.com/article/10.1007/s11239-018-1618-1
247,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,45,2,February,2018,https://link.springer.com/journal/11239/45/2,Original Paper,Association between short- and medium-term air pollution exposure and risk of mortality after intravenous thrombolysis for stroke,https://link.springer.com/article/10.1007/s11239-017-1589-7
248,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,45,2,February,2018,https://link.springer.com/journal/11239/45/2,Original Paper,Relationships of oxidized HDL with blood coagulation and fibrinolysis in patients with type 2 diabetes mellitus,https://link.springer.com/article/10.1007/s11239-017-1594-x
249,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,45,2,February,2018,https://link.springer.com/journal/11239/45/2,Original Paper,Laboratory measurement of apixaban using anti-factor Xa assays in acute ischemic stroke patients with non-valvular atrial fibrillation,https://link.springer.com/article/10.1007/s11239-017-1590-1
250,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,45,2,February,2018,https://link.springer.com/journal/11239/45/2,Review Paper,Efficacy and safety of outpatient treatment with direct oral anticoagulation in pulmonary embolism,https://link.springer.com/article/10.1007/s11239-017-1607-9
251,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,45,1,January,2018,https://link.springer.com/journal/11239/45/1,Original Paper,Patterns and levels of platelet glycosylation in patients with coronary heart disease and type 2 diabetes mellitus,https://link.springer.com/article/10.1007/s11239-017-1573-2
252,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,45,1,January,2018,https://link.springer.com/journal/11239/45/1,Original Paper,CHA2DS2–VASc score predicts short- and long-term outcomes in patients with acute ischemic stroke treated with intravenous thrombolysis,https://link.springer.com/article/10.1007/s11239-017-1575-0
253,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,45,1,January,2018,https://link.springer.com/journal/11239/45/1,Original Paper,Systemic lupus erythematosus and the risk of perioperative major adverse cardiovascular events,https://link.springer.com/article/10.1007/s11239-017-1591-0
254,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,45,1,January,2018,https://link.springer.com/journal/11239/45/1,Original Paper,"Oral anticoagulant dosing, administration, and storage: a cross-sectional survey of Canadian health care providers",https://link.springer.com/article/10.1007/s11239-017-1585-y
255,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,44,4,November,2017,https://link.springer.com/journal/11239/44/4,Original Paper,Patients treated for acute VTE during periods of treatment-related thrombocytopenia have high rates of recurrent thrombosis and transfusion-related adverse outcomes,https://link.springer.com/article/10.1007/s11239-017-1539-4
256,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,44,4,November,2017,https://link.springer.com/journal/11239/44/4,Review Paper,"Highlights from the Ninth International Symposium of Thrombosis and Anticoagulation (ISTA IX), October 15, 2016, Salvador, Bahia, Brazil",https://link.springer.com/article/10.1007/s11239-017-1551-8
257,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,44,4,November,2017,https://link.springer.com/journal/11239/44/4,Original Paper,Oral factor Xa inhibitors for the treatment of left ventricular thrombus: a case series,https://link.springer.com/article/10.1007/s11239-017-1560-7
258,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,44,4,November,2017,https://link.springer.com/journal/11239/44/4,Original Paper,Single versus dual anti-platelet therapy post transcatheter aortic valve implantation: a meta-analysis of randomized controlled trials,https://link.springer.com/article/10.1007/s11239-017-1550-9
259,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,44,3,October,2017,https://link.springer.com/journal/11239/44/3,Original Paper,Comorbidity assessment as predictor of short and long-term mortality in elderly patients with hemodynamically stable acute pulmonary embolism,https://link.springer.com/article/10.1007/s11239-017-1540-y
260,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,44,3,October,2017,https://link.springer.com/journal/11239/44/3,Review Paper,Benefits and risks of P2Y12 inhibitor preloading in patients with acute coronary syndrome and stable angina,https://link.springer.com/article/10.1007/s11239-017-1529-6
261,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,44,3,October,2017,https://link.springer.com/journal/11239/44/3,Original Paper,Characterization of surface antigens of reticulated immature platelets,https://link.springer.com/article/10.1007/s11239-017-1533-x
262,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,44,3,October,2017,https://link.springer.com/journal/11239/44/3,Original Paper,Activation of blood coagulation and thrombin generation in acute ischemic stroke treated with rtPA,https://link.springer.com/article/10.1007/s11239-017-1544-7
263,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,44,2,August,2017,https://link.springer.com/journal/11239/44/2,Original Paper,Preliminary data on utility of subcutaneous unfractionated heparin in patients with deep cerebral venous thrombosis,https://link.springer.com/article/10.1007/s11239-017-1518-9
264,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,44,2,August,2017,https://link.springer.com/journal/11239/44/2,Original Paper,Implementation of an institutional protocol to improve inferior vena cava utilization and outcomes,https://link.springer.com/article/10.1007/s11239-017-1513-1
265,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,44,2,August,2017,https://link.springer.com/journal/11239/44/2,Original Paper,Effectiveness of catheter directed thrombolysis and stent implantation on iliofemoral vein thrombosis caused by iliac vein compression,https://link.springer.com/article/10.1007/s11239-017-1515-z
266,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,44,2,August,2017,https://link.springer.com/journal/11239/44/2,Original Paper,Dabigatran reduces thrombin-induced platelet aggregation and activation in a dose-dependent manner,https://link.springer.com/article/10.1007/s11239-017-1512-2
267,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,44,1,July,2017,https://link.springer.com/journal/11239/44/1,Review Paper,A systematic review of mobility/immobility in thromboembolism risk assessment models for hospitalized patients,https://link.springer.com/article/10.1007/s11239-017-1501-5
268,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,44,1,July,2017,https://link.springer.com/journal/11239/44/1,Original Paper,Synchronous cardiocerebral infarction in the era of endovascular therapy: which to treat first?,https://link.springer.com/article/10.1007/s11239-017-1484-2
269,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,44,1,July,2017,https://link.springer.com/journal/11239/44/1,Original Paper,"Dabigatran plasma levels, aPTT and thromboelastography in patients with AF: implications for allowing early non-elective surgical procedures",https://link.springer.com/article/10.1007/s11239-017-1503-3
270,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,44,1,July,2017,https://link.springer.com/journal/11239/44/1,Review Paper,Heparin induced thrombocytopenia with mechanical circulatory support devices: review of the literature and management considerations,https://link.springer.com/article/10.1007/s11239-017-1494-0
271,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,17,1,December,2019,https://link.springer.com/journal/12959/17/1,Research,Chemoprophylaxis in addition to mechanical prophylaxis after total knee arthroplasty surgery does not reduce the incidence of venous thromboembolism,https://link.springer.com/article/10.1186/s12959-019-0200-1
272,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,17,1,December,2019,https://link.springer.com/journal/12959/17/1,Review,Predictive risk factors of venous thromboembolism (VTE) associated with peripherally inserted central catheters (PICC) in ambulant solid cancer patients: retrospective single Centre cohort study,https://link.springer.com/article/10.1186/s12959-019-0191-y
273,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,17,1,December,2019,https://link.springer.com/journal/12959/17/1,Review,A brief review on resistance to P2Y12 receptor antagonism in coronary artery disease,https://link.springer.com/article/10.1186/s12959-019-0197-5
274,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,17,1,December,2019,https://link.springer.com/journal/12959/17/1,Research,"Circulating histone H3 levels in septic patients are associated with coagulopathy, multiple organ failure, and death: a single-center observational study",https://link.springer.com/article/10.1186/s12959-018-0190-4
275,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,16,1,December,2018,https://link.springer.com/journal/12959/16/1,Research,Thrombotic thrombocytopenic purpura (TTP)-like syndrome in the HIV era,https://link.springer.com/article/10.1186/s12959-018-0189-x
276,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,16,1,December,2018,https://link.springer.com/journal/12959/16/1,Research,Four-factor prothrombin complex concentrate improves thrombin generation and prothrombin time in patients with bleeding complications related to rivaroxaban: a single-center pilot trial,https://link.springer.com/article/10.1186/s12959-017-0158-9
277,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,16,1,December,2018,https://link.springer.com/journal/12959/16/1,Research,COSIMO – patients with active cancer changing to rivaroxaban for the treatment and prevention of recurrent venous thromboembolism: a non-interventional study,https://link.springer.com/article/10.1186/s12959-018-0176-2
278,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,16,1,December,2018,https://link.springer.com/journal/12959/16/1,Research,Splanchnic venous thrombosis in JAK2 V617F mutation positive myeloproliferative neoplasms – long term follow-up of a regional case series,https://link.springer.com/article/10.1186/s12959-018-0187-z
279,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,15,1,December,2017,https://link.springer.com/journal/12959/15/1,Research,β3 phosphorylation of platelet αIIbβ3 is crucial for stability of arterial thrombus and microparticle formation in vivo,https://link.springer.com/article/10.1186/s12959-017-0145-1
280,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,15,1,December,2017,https://link.springer.com/journal/12959/15/1,Research,Effects of Ramadan fasting on platelet reactivity in diabetic patients treated with clopidogrel,https://link.springer.com/article/10.1186/s12959-017-0138-0
281,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,15,1,December,2017,https://link.springer.com/journal/12959/15/1,Research,The CD31 molecule: a possible neuroprotective agent in acute ischemic stroke?,https://link.springer.com/article/10.1186/s12959-017-0134-4
282,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,15,1,December,2017,https://link.springer.com/journal/12959/15/1,Research,The risk of venous thromboembolism associated with peripherally inserted central catheters in ambulant cancer patients,https://link.springer.com/article/10.1186/s12959-017-0148-y
283,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,14,1,December,2016,https://link.springer.com/journal/12959/14/1,Review,Proposal for new diagnostic criteria for DIC from the Japanese Society on Thrombosis and Hemostasis,https://link.springer.com/article/10.1186/s12959-016-0117-x
284,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,14,1,December,2016,https://link.springer.com/journal/12959/14/1,Research,Non enzymatic upregulation of tissue factor expression by gamma-glutamyl transferase in human peripheral blood mononuclear cells,https://link.springer.com/article/10.1186/s12959-016-0119-8
285,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,14,1,December,2016,https://link.springer.com/journal/12959/14/1,Original Basic Research,Validation of a modified thromboelastometry approach to detect changes in fibrinolytic activity,https://link.springer.com/article/10.1186/s12959-016-0076-2
286,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,14,1,December,2016,https://link.springer.com/journal/12959/14/1,Review,Vitamin K antagonist use: evidence of the difficulty of achieving and maintaining target INR range and subsequent consequences,https://link.springer.com/article/10.1186/s12959-016-0088-y
287,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,14,Supplement,October,2016,https://link.springer.com/journal/12959/14/1/suppl,Review,"New horizon in platelet function: with special reference to a recently-found molecule, CLEC-2",https://link.springer.com/article/10.1186/s12959-016-0099-8
288,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,14,Supplement,October,2016,https://link.springer.com/journal/12959/14/1/suppl,Review,Hemophilia A gene therapy via intraosseous delivery of factor VIII-lentiviral vectors,https://link.springer.com/article/10.1186/s12959-016-0105-1
289,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,14,Supplement,October,2016,https://link.springer.com/journal/12959/14/1/suppl,Review,Management of venous thromboembolism: an update,https://link.springer.com/article/10.1186/s12959-016-0107-z
290,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,14,Supplement,October,2016,https://link.springer.com/journal/12959/14/1/suppl,Review,Extravascular FIX and coagulation,https://link.springer.com/article/10.1186/s12959-016-0104-2
291,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,13,1,December,2015,https://link.springer.com/journal/12959/13/1,Original Clinical Investigation,Analysis of the accuracy of the Wells scale in assessing the probability of lower limb deep vein thrombosis in primary care patients practice,https://link.springer.com/article/10.1186/s12959-015-0050-4
292,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,13,1,December,2015,https://link.springer.com/journal/12959/13/1,Review,Aspirin for primary prevention of cardiovascular disease,https://link.springer.com/article/10.1186/s12959-015-0068-7
293,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,13,1,December,2015,https://link.springer.com/journal/12959/13/1,Original Clinical Investigation,Oral dabigatran etexilate versus enoxaparin for venous thromboembolism prevention after total hip arthroplasty: pooled analysis of two phase 3 randomized trials,https://link.springer.com/article/10.1186/s12959-015-0067-8
294,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,13,1,December,2015,https://link.springer.com/journal/12959/13/1,Original Basic Research,Original approach for thrombolytic therapy in patients with Ilio-femoral deep vein thrombosis : 2 years follow-up,https://link.springer.com/article/10.1186/s12959-015-0070-0
295,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,12,1,December,2014,https://link.springer.com/journal/12959/12/1,Original Clinical Investigation,Management of pregnancy associated venous-thromboembolism: a survey of practices,https://link.springer.com/article/10.1186/1477-9560-12-12
296,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,12,1,December,2014,https://link.springer.com/journal/12959/12/1,Original Clinical Investigation,Simple and rapid assay for effect of the new oral anticoagulant (NOAC) rivaroxaban: preliminary results support further tests with all NOACs,https://link.springer.com/article/10.1186/1477-9560-12-7
297,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,12,1,December,2014,https://link.springer.com/journal/12959/12/1,Original Basic Research,Paxillin is an intrinsic negative regulator of platelet activation in mice,https://link.springer.com/article/10.1186/1477-9560-12-1
298,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,12,1,December,2014,https://link.springer.com/journal/12959/12/1,Review,New oral anticoagulants: are coagulation units still required?,https://link.springer.com/article/10.1186/1477-9560-12-3
299,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,11,1,December,2013,https://link.springer.com/journal/12959/11/1,Original Basic Research,Dabigatran versus warfarin under standard or pharmacogenetic-guided management for the prevention of stroke and systemic thromboembolism in patients with atrial fibrillation: a cost/utility analysis using an analytic decision model,https://link.springer.com/article/10.1186/1477-9560-11-14
300,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,11,1,December,2013,https://link.springer.com/journal/12959/11/1,Review,Main considerable factors for correct laboratory test interpretation under DOA treatment,https://link.springer.com/article/10.1186/1477-9560-11-22
301,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,11,1,December,2013,https://link.springer.com/journal/12959/11/1,Original Basic Research,Purification and characterization of mutant miniPlasmin for thrombolytic therapy,https://link.springer.com/article/10.1186/1477-9560-11-2
302,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,11,1,December,2013,https://link.springer.com/journal/12959/11/1,Review,The new oral anti-coagulants and the phase 3 clinical trials - a systematic review of the literature,https://link.springer.com/article/10.1186/1477-9560-11-18
303,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,10,1,December,2012,https://link.springer.com/journal/12959/10/1,Original Clinical Investigation,Cross-sectional study of adherence to venous thromboembolism prophylaxis guidelines in hospitalized patients. The Trombo-Brit study,https://link.springer.com/article/10.1186/1477-9560-10-7
304,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,10,1,December,2012,https://link.springer.com/journal/12959/10/1,Original Clinical Investigation,Effects of computer-assisted oral anticoagulant therapy,https://link.springer.com/article/10.1186/1477-9560-10-17
305,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,10,1,December,2012,https://link.springer.com/journal/12959/10/1,Original Clinical Investigation,"Effects of inhaled nitric oxide on hemostasis in healthy adults treated with heparin: a randomized, controlled, blinded crossover study",https://link.springer.com/article/10.1186/1477-9560-10-1
306,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,10,1,December,2012,https://link.springer.com/journal/12959/10/1,Original Basic Research,A 12 month review of a modified protocol using low dose Dabigatran Etexilate in postoperative thromboembolic prophylaxis in joint replacement surgery,https://link.springer.com/article/10.1186/1477-9560-10-14
307,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,9,1,December,2011,https://link.springer.com/journal/12959/9/1,Original Basic Research,"Assessment of MMP-9, TIMP-1, and COX-2 in normal tissue and in advanced symptomatic and asymptomatic carotid plaques",https://link.springer.com/article/10.1186/1477-9560-9-6
308,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,9,1,December,2011,https://link.springer.com/journal/12959/9/1,Original Clinical Investigation,Prothrombotic profile in patients with vasospastic or non vasospastic angina and non significant coronary stenosis,https://link.springer.com/article/10.1186/1477-9560-9-10
309,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,9,1,December,2011,https://link.springer.com/journal/12959/9/1,Original Clinical Investigation,Risk of venous thromboembolism and benefits of prophylaxis use in hospitalized medically ill US patients up to 180 days post-hospital discharge,https://link.springer.com/article/10.1186/1477-9560-9-15
310,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,9,1,December,2011,https://link.springer.com/journal/12959/9/1,Original Clinical Investigation,The influence of CYP 2C19*2 polymorphism on platelet function testing during single antiplatelet treatment with clopidogrel,https://link.springer.com/article/10.1186/1477-9560-9-4
311,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,8,1,December,2010,https://link.springer.com/journal/12959/8/1,Original Basic Research,Platelet function in brown bear (Ursus arctos) compared to man,https://link.springer.com/article/10.1186/1477-9560-8-11
312,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,8,1,December,2010,https://link.springer.com/journal/12959/8/1,Original Basic Research,Dual targeting of CCR2 and CX3CR1 in an arterial injury model of vascular inflammation,https://link.springer.com/article/10.1186/1477-9560-8-14
313,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,8,1,December,2010,https://link.springer.com/journal/12959/8/1,Original Clinical Investigation,Risk factors for perioperative venous thromboembolism: A retrospective study in Japanese women with gynecologic diseases,https://link.springer.com/article/10.1186/1477-9560-8-17
314,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,8,1,December,2010,https://link.springer.com/journal/12959/8/1,Original Basic Research,Selective and rapid monitoring of dual platelet inhibition by aspirin and P2Y12 antagonists by using multiple electrode aggregometry,https://link.springer.com/article/10.1186/1477-9560-8-9
315,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,7,1,December,2009,https://link.springer.com/journal/12959/7/1,Original Basic Research,Annexin V and anti-Annexin V antibodies: two interesting aspects in acute myocardial infarction,https://link.springer.com/article/10.1186/1477-9560-7-13
316,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,7,1,December,2009,https://link.springer.com/journal/12959/7/1,Original Basic Research,Mild hypothermia does not attenuate platelet aggregation and may even increase ADP-stimulated platelet aggregation after clopidogrel treatment,https://link.springer.com/article/10.1186/1477-9560-7-2
317,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,7,1,December,2009,https://link.springer.com/journal/12959/7/1,Original Clinical Investigation,"The impact of platelet function or C-reactive protein, on cardiovascular events after an acute myocardial infarction",https://link.springer.com/article/10.1186/1477-9560-7-12
318,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,7,1,December,2009,https://link.springer.com/journal/12959/7/1,Original Basic Research,Thrombotic genetic risk factors and warfarin pharmacogenetic variants in São Miguel's healthy population (Azores),https://link.springer.com/article/10.1186/1477-9560-7-9
319,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,6,1,December,2008,https://link.springer.com/journal/12959/6/1,Original Clinical Investigation,"Point-of-care platelet function assays demonstrate reduced responsiveness to clopidogrel, but not aspirin, in patients with Drug-Eluting Stent Thrombosis whilst on dual antiplatelet therapy",https://link.springer.com/article/10.1186/1477-9560-6-1
320,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,6,1,December,2008,https://link.springer.com/journal/12959/6/1,Original Clinical Investigation,Clinical factors influencing normalization of prothrombin time after stopping warfarin: a retrospective cohort study,https://link.springer.com/article/10.1186/1477-9560-6-15
321,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,6,1,December,2008,https://link.springer.com/journal/12959/6/1,Original Clinical Investigation,Venous thromboembolism prevention post neck of femur fractures – does it make a difference?,https://link.springer.com/article/10.1186/1477-9560-6-8
322,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,6,1,December,2008,https://link.springer.com/journal/12959/6/1,Original Clinical Investigation,The value of D-dimer in the detection of early deep-vein thrombosis after total knee arthroplasty in Asian patients: a cohort study,https://link.springer.com/article/10.1186/1477-9560-6-5
323,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,5,1,December,2007,https://link.springer.com/journal/12959/5/1,Review,Relationship between ABO blood group and von Willebrand factor levels: from biology to clinical implications,https://link.springer.com/article/10.1186/1477-9560-5-14
324,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,5,1,December,2007,https://link.springer.com/journal/12959/5/1,Original Clinical Investigation,"The 5, 10 methylenetetrahydrofolate reductase C677T mutation and risk of fetal loss: a case series and review of the literature",https://link.springer.com/article/10.1186/1477-9560-5-17
325,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,5,1,December,2007,https://link.springer.com/journal/12959/5/1,Original Basic Research,HPA-1 polymorphism of αIIbβ3 modulates platelet adhesion onto immobilized fibrinogen in an in-vitro flow system,https://link.springer.com/article/10.1186/1477-9560-5-2
326,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,5,1,December,2007,https://link.springer.com/journal/12959/5/1,Original Clinical Investigation,Hyperhomocysteinemia in women with unexplained sterility or recurrent early pregnancy loss from Southern Italy: a preliminary report,https://link.springer.com/article/10.1186/1477-9560-5-10
327,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,4,1,December,2006,https://link.springer.com/journal/12959/4/1,Original Clinical Investigation,Acquired activated protein C resistance and thrombosis in multiple myeloma patients,https://link.springer.com/article/10.1186/1477-9560-4-11
