article_no,discipline,subdiscipline,journal_title,journal_url,volume,issue,month,year,issue_url,type,title,article_url
2537,Biomedicine,Neurology,Metabolic Brain Disease,http://link.springer.com/journal/11011,32,6,December,2017,https://link.springer.com/journal/11011/32/6,Original Article,"Insomnia, postpartum depression and estradiol in women after delivery",https://link.springer.com/article/10.1007/s11011-017-0079-0
1554,Biomedicine,Immunology,Immunity & Ageing,http://link.springer.com/journal/12979,11,1,December,2014,https://link.springer.com/journal/12979/11/1,Review,The 21st century epidemic: infections as inductors of neuro-degeneration associated with Alzheimer’s Disease,https://link.springer.com/article/10.1186/s12979-014-0022-8
1174,Biomedicine,Immunology,Immunologic Research,http://link.springer.com/journal/12026,67,1,February,2019,https://link.springer.com/journal/12026/67/1,Original Article,Putative loss of CD83 immunosuppressive activity in long-standing complication-free juvenile diabetic patients during disease progression,https://link.springer.com/article/10.1007/s12026-019-09074-y
2848,Medicine & Public Health,Oncology,Journal of Mammary Gland Biology and Neoplasia,http://link.springer.com/journal/10911,22,3,September,2017,https://link.springer.com/journal/10911/22/3,Original Paper,In Vitro Validation of the Hippo Pathway as a Pharmacological Target for Canine Mammary Gland Tumors,https://link.springer.com/article/10.1007/s10911-017-9384-9
2238,Biomedicine,Neurology,Molecular Neurobiology,http://link.springer.com/journal/12035,55,5,May,2018,https://link.springer.com/journal/12035/55/5,Original Paper,CRMP2 Phosphorylation Drives Glioblastoma Cell Proliferation,https://link.springer.com/article/10.1007/s12035-017-0653-9
2624,Medicine & Public Health,Oncology,Comparative Clinical Pathology,http://link.springer.com/journal/580,27,2,March,2018,https://link.springer.com/journal/580/27/2,Original Article,Preoxygenation and injectable anesthesia in dog: evaluation of maintenance and recovery periods of anesthesia and hemoglobin desaturation,https://link.springer.com/article/10.1007/s00580-017-2608-y
605,Medicine & Public Health,Cardiology,Clinical Autonomic Research,http://link.springer.com/journal/10286,28,2,April,2018,https://link.springer.com/journal/10286/28/2,Research Article,First symptoms in multiple system atrophy,https://link.springer.com/article/10.1007/s10286-017-0500-0
3253,Biomedicine,Pharmacology-Toxicology,AAPS PharmSciTech,http://link.springer.com/journal/12249,20,1,January,2019,https://link.springer.com/journal/12249/20/1,Research Article,"Topical Delivery of Artemisone, Clofazimine and Decoquinate Encapsulated in Vesicles and Their In vitro Efficacy Against Mycobacterium tuberculosis",https://link.springer.com/article/10.1208/s12249-018-1251-5
382,Medicine & Public Health,Cardiology,BMC Cardiovascular Disorders,http://link.springer.com/journal/12872,9,1,December,2009,https://link.springer.com/journal/12872/9/1,Research Article,The 9p21 susceptibility locus for coronary artery disease and the severity of coronary atherosclerosis,https://link.springer.com/article/10.1186/1471-2261-9-3
11,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,10,October,2019,https://link.springer.com/journal/270/42/10,Clinical Investigation,Paravertebral Collateral Arteries in Patients with Carotid Stenosis: Is There a Safe Space for Transforaminal Cervical Nerve Root Injections?,https://link.springer.com/article/10.1007/s00270-019-02240-7
81,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,26,1,February,2019,https://link.springer.com/journal/12350/26/1,Original Article,Infections in patients using ventricular-assist devices: Comparison of the diagnostic performance of 18F-FDG PET/CT scan and leucocyte-labeled scintigraphy,https://link.springer.com/article/10.1007/s12350-018-1323-7
3756,Biomedicine,Pharmacology-Toxicology,European Journal of Clinical Pharmacology,http://link.springer.com/journal/228,75,8,August,2019,https://link.springer.com/journal/228/75/8,Review,The effect of L-carnitine on inflammatory mediators: a systematic review and meta-analysis of randomized clinical trials,https://link.springer.com/article/10.1007/s00228-019-02666-5
2660,Medicine & Public Health,Oncology,Comparative Clinical Pathology,http://link.springer.com/journal/580,25,5,September,2016,https://link.springer.com/journal/580/25/5,Original Article,Point-of-care blood gases and critical care blood chemistry and haematology reference values in captive gyr falcons (Falco rusticolus),https://link.springer.com/article/10.1007/s00580-016-2294-1
1314,Biomedicine,Immunology,Pathology & Oncology Research,http://link.springer.com/journal/12253,21,1,January,2015,https://link.springer.com/journal/12253/21/1,Research,Pathologic Assessment of Response to Chemotherapy in Colorectal Cancer Liver Metastases after Hepatic Resection: Which Method to Use?,https://link.springer.com/article/10.1007/s12253-014-9803-9
1640,Biomedicine,Neurology,Neuroscience Bulletin,http://link.springer.com/journal/12264,34,4,August,2018,https://link.springer.com/journal/12264/34/4,Original Article,White Matter Deficits Underlying the Impaired Consciousness Level in Patients with Disorders of Consciousness,https://link.springer.com/article/10.1007/s12264-018-0253-3
3203,Biomedicine,Pharmacology-Toxicology,Journal of Pharmaceutical Innovation,http://link.springer.com/journal/12247,11,1,March,2016,https://link.springer.com/journal/12247/11/1,Original Article,Optimization of Process Parameters for Formulation of Ayurvedic Fermented Medicine Arjunarishta by Response Surface Methodology,https://link.springer.com/article/10.1007/s12247-015-9242-5
2557,Biomedicine,Neurology,Metabolic Brain Disease,http://link.springer.com/journal/11011,32,1,February,2017,https://link.springer.com/journal/11011/32/1,Original Article,Effect of resveratrol and environmental enrichment on biomarkers of oxidative stress in young healthy mice,https://link.springer.com/article/10.1007/s11011-016-9891-1
247,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,45,2,February,2018,https://link.springer.com/journal/11239/45/2,Original Paper,Association between short- and medium-term air pollution exposure and risk of mortality after intravenous thrombolysis for stroke,https://link.springer.com/article/10.1007/s11239-017-1589-7
111,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,24,6,December,2017,https://link.springer.com/journal/12350/24/6,Original Article,"Adaptive servo-ventilation therapy improves cardiac sympathetic nerve activity, cardiac function, exercise capacity, and symptom in patients with chronic heart failure and Cheyne-Stokes respiration",https://link.springer.com/article/10.1007/s12350-016-0529-9
334,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,2,1,December,2004,https://link.springer.com/journal/12959/2/1,Original Clinical Investigation,Use of venous thromboprophylaxis and adherence to guideline recommendations: a cross-sectional study,https://link.springer.com/article/10.1186/1477-9560-2-3
2749,Medicine & Public Health,Oncology,Indian Journal of Surgical Oncology,http://link.springer.com/journal/13193,10,2,June,2019,https://link.springer.com/journal/13193/10/2,Original Article,A New Concept of Interval TRAM for Immediate Breast Reconstruction in Obese Women,https://link.springer.com/article/10.1007/s13193-018-0866-z
3110,Medicine & Public Health,Oncology,Indian Journal of Gynecologic Oncology,http://link.springer.com/journal/40944,15,4,December,2017,https://link.springer.com/journal/40944/15/4,Original Article,Comparison of Magnetic Resonance Imaging (MRI) and Positron Emission Tomography-Computed Tomography (PET CT) for Detection of Parametrial Involvement and Lymph Node Metastasis in Patients with Cervical Cancer: A Prospective Study,https://link.springer.com/article/10.1007/s40944-017-0167-4
1899,Biomedicine,Neurology,Neurotherapeutics,http://link.springer.com/journal/13311,15,4,October,2018,https://link.springer.com/journal/13311/15/4,Review,"Dynamin 2 (DNM2) as Cause of, and Modifier for, Human Neuromuscular Disease",https://link.springer.com/article/10.1007/s13311-018-00686-0
3931,Biomedicine,Pharmacology-Toxicology,Journal of Pharmacokinetics and Pharmacodynamics,http://link.springer.com/journal/10928,44,6,December,2017,https://link.springer.com/journal/10928/44/6,Original Paper,Evaluation and calibration of high-throughput predictions of chemical distribution to tissues,https://link.springer.com/article/10.1007/s10928-017-9548-7
3153,Biomedicine,Pharmacology-Toxicology,Journal of Pharmaceutical Innovation,http://link.springer.com/journal/12247,14,1,March,2019,https://link.springer.com/journal/12247/14/1,Review Article,Part 3: Enhanced Approaches to the Development of the Control Strategy and its Implementation in the Manufacturing Process Description,https://link.springer.com/article/10.1007/s12247-018-9340-2
3764,Biomedicine,Pharmacology-Toxicology,European Journal of Clinical Pharmacology,http://link.springer.com/journal/228,75,4,April,2019,https://link.springer.com/journal/228/75/4,Review,"Medication use in older patients and age-blind approach: narrative literature review (insufficient evidence on the efficacy and safety of drugs in older age, frequent use of PIMs and polypharmacy, and underuse of highly beneficial nonpharmacological strategies)",https://link.springer.com/article/10.1007/s00228-018-2603-5
1942,Biomedicine,Neurology,Neurotherapeutics,http://link.springer.com/journal/13311,13,1,January,2016,https://link.springer.com/journal/13311/13/1,Review,"Immunotherapeutic Approaches Targeting Amyloid-β, α-Synuclein, and Tau for the Treatment of Neurodegenerative Disorders",https://link.springer.com/article/10.1007/s13311-015-0397-z
41,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,2,February,2019,https://link.springer.com/journal/270/42/2,Clinical Investigation,Evaluation of Uterine Contractility by Magnetic Resonance Imaging in Women Undergoing Embolization of Uterine Fibroids,https://link.springer.com/article/10.1007/s00270-018-2053-6
3337,Biomedicine,Pharmacology-Toxicology,Cardiovascular Toxicology,http://link.springer.com/journal/12012,18,4,August,2018,https://link.springer.com/journal/12012/18/4,Original Paper,Cardiovascular Response of Rat Aorta to Di-(2-ethylhexyl) Phthalate (DEHP) Exposure,https://link.springer.com/article/10.1007/s12012-017-9439-6
282,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,15,1,December,2017,https://link.springer.com/journal/12959/15/1,Research,The risk of venous thromboembolism associated with peripherally inserted central catheters in ambulant cancer patients,https://link.springer.com/article/10.1186/s12959-017-0148-y
649,Medicine & Public Health,Cardiology,Cardiovascular Drugs and Therapy,http://link.springer.com/journal/10557,33,1,February,2019,https://link.springer.com/journal/10557/33/1,Original Article,Dexmedetomidine Preconditioning Protects Cardiomyocytes Against Hypoxia/Reoxygenation-Induced Necroptosis by Inhibiting HMGB1-Mediated Inflammation,https://link.springer.com/article/10.1007/s10557-019-06857-1
2064,Biomedicine,Neurology,Translational Stroke Research,http://link.springer.com/journal/12975,9,3,June,2018,https://link.springer.com/journal/12975/9/3,Original Article,"Pre-existing Small Vessel Disease in Patients with Acute Stroke from the Middle East, Southeast Asia, and Philippines",https://link.springer.com/article/10.1007/s12975-017-0578-7
2002,Biomedicine,Neurology,Behavioral and Brain Functions,http://link.springer.com/journal/12993,6,1,December,2010,https://link.springer.com/journal/12993/6/1,Research,"Central nitrergic system regulation of neuroendocrine secretion, fluid intake and blood pressure induced by angiotensin-II",https://link.springer.com/article/10.1186/1744-9081-6-64
154,Medicine & Public Health,Cardiology,Journal of Echocardiography,http://link.springer.com/journal/12574,16,1,March,2018,https://link.springer.com/journal/12574/16/1,Review Article,Guideline from Japanese Society of Echocardiography: 2018 focused update incorporated into Guidance for the Management and Maintenance of Echocardiography Equipment,https://link.springer.com/article/10.1007/s12574-018-0370-z
2606,Medicine & Public Health,Oncology,Comparative Clinical Pathology,http://link.springer.com/journal/580,28,1,February,2019,https://link.springer.com/journal/580/28/1,Original Article,PPAR-α agonist fenofibrate potentiates antioxidative elements and improves oxidative stress of hepatic cells in streptozotocin-induced diabetic animals,https://link.springer.com/article/10.1007/s00580-018-2816-0
2795,Medicine & Public Health,Oncology,Indian Journal of Surgical Oncology,http://link.springer.com/journal/13193,7,4,December,2016,https://link.springer.com/journal/13193/7/4,Original Article,Deep Vein Thrombosis in Indian Cancer Patients Undergoing Major Thoracic and Abdomino-Pelvic Surgery,https://link.springer.com/article/10.1007/s13193-016-0538-9
2894,Medicine & Public Health,Oncology,Journal of Mammary Gland Biology and Neoplasia,http://link.springer.com/journal/10911,18,1,March,2013,https://link.springer.com/journal/10911/18/1,Review Paper,Endocrine Disruptors and the Breast: Early Life Effects and Later Life Disease,https://link.springer.com/article/10.1007/s10911-013-9275-7
3012,Medicine & Public Health,Oncology,International Journal of Clinical Oncology,http://link.springer.com/journal/10147,24,4,April,2019,https://link.springer.com/journal/10147/24/4,Original Article,Lymphopenia after induction chemotherapy correlates with incomplete surgical resection in patients with advanced ovarian cancer,https://link.springer.com/article/10.1007/s10147-018-1374-4
3212,Biomedicine,Pharmacology-Toxicology,Journal of Pharmaceutical Innovation,http://link.springer.com/journal/12247,10,2,June,2015,https://link.springer.com/journal/12247/10/2,Research Article,Real-Time Process Management Strategy for Dropwise Additive Manufacturing of Pharmaceutical Products,https://link.springer.com/article/10.1007/s12247-015-9218-5
57,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,41,10,October,2018,https://link.springer.com/journal/270/41/10,Clinical Investigation,Microwave Ablation in the Management of Colorectal Cancer Pulmonary Metastases,https://link.springer.com/article/10.1007/s00270-018-2000-6
561,Medicine & Public Health,Cardiology,Vascular Cell,http://link.springer.com/journal/13221,3,1,December,2011,https://link.springer.com/journal/13221/3/1,Research,Notch modulates VEGF action in endothelial cells by inducing Matrix Metalloprotease activity,https://link.springer.com/article/10.1186/2045-824X-3-2
1540,Biomedicine,Immunology,Immunity & Ageing,http://link.springer.com/journal/12979,15,1,December,2018,https://link.springer.com/journal/12979/15/1,Research,Crocetin attenuates inflammation and amyloid-β accumulation in APPsw transgenic mice,https://link.springer.com/article/10.1186/s12979-018-0132-9
2541,Biomedicine,Neurology,Metabolic Brain Disease,http://link.springer.com/journal/11011,32,5,October,2017,https://link.springer.com/journal/11011/32/5,Original Article,Neuro- and nephrotoxicity of subchronic cadmium chloride exposure and the potential chemoprotective effects of selenium nanoparticles,https://link.springer.com/article/10.1007/s11011-017-0053-x
1232,Biomedicine,Immunology,Immunologic Research,http://link.springer.com/journal/12026,64,2,April,2016,https://link.springer.com/journal/12026/64/2,Original Article,Platelets modulate the immune response following trauma by interaction with CD4+ T regulatory cells in a mouse model,https://link.springer.com/article/10.1007/s12026-015-8726-1
2377,Biomedicine,Neurology,Journal of NeuroEngineering and Rehabilitation,http://link.springer.com/journal/12984,10,1,December,2013,https://link.springer.com/journal/12984/10/1,Research,The effect of prosthetic feedback on the strategies and synergies used by vestibular loss subjects to control stance,https://link.springer.com/article/10.1186/1743-0003-10-115
616,Medicine & Public Health,Cardiology,Clinical Autonomic Research,http://link.springer.com/journal/10286,27,6,December,2017,https://link.springer.com/journal/10286/27/6,Review,The Etiology of Primary Hyperhidrosis: A Systematic Review,https://link.springer.com/article/10.1007/s10286-017-0456-0
7,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,11,November,2019,https://link.springer.com/journal/270/42/11,Clinical Investigation,Metal Artifact Reduction for Orthopedic Prosthesis in Lower Extremity CT Venography: Evaluation of Image Quality and Vessel Conspicuity,https://link.springer.com/article/10.1007/s00270-019-02326-2
624,Medicine & Public Health,Cardiology,Clinical Autonomic Research,http://link.springer.com/journal/10286,27,3,June,2017,https://link.springer.com/journal/10286/27/3,Research Article,Neural control of blood pressure in women: differences according to age,https://link.springer.com/article/10.1007/s10286-017-0403-0
2272,Biomedicine,Neurology,NeuroMolecular Medicine,http://link.springer.com/journal/12017,19,2-3,September,2017,https://link.springer.com/journal/12017/19/2,Original Paper,Transgenic Mice Overexpressing the Divalent Metal Transporter 1 Exhibit Iron Accumulation and Enhanced Parkin Expression in the Brain,https://link.springer.com/article/10.1007/s12017-017-8451-0
1202,Biomedicine,Immunology,Immunologic Research,http://link.springer.com/journal/12026,65,6,December,2017,https://link.springer.com/journal/12026/65/6,Original Article,An anti-Propionibacterium acnes antibody shows heterologous resistance to an Actinobacillus pleuropneumoniae infection independent of neutrophils in mice,https://link.springer.com/article/10.1007/s12026-017-8954-7
2394,Biomedicine,Neurology,Journal of NeuroEngineering and Rehabilitation,http://link.springer.com/journal/12984,6,1,December,2009,https://link.springer.com/journal/12984/6/1,Research,Development of a biomechanical energy harvester,https://link.springer.com/article/10.1186/1743-0003-6-22
1372,Biomedicine,Immunology,Parasitology Research,http://link.springer.com/journal/436,118,4,April,2019,https://link.springer.com/journal/436/118/4,Original Paper,Trypanosoma carassii infection in goldfish (Carassius auratus L.): changes in the expression of erythropoiesis and anemia regulatory genes,https://link.springer.com/article/10.1007/s00436-019-06246-5
3887,Biomedicine,Pharmacology-Toxicology,Journal of Pharmacokinetics and Pharmacodynamics,http://link.springer.com/journal/10928,46,5,October,2019,https://link.springer.com/journal/10928/46/5,Original Paper,FDA’s Office of Orphan Products Development: providing incentives to promote the development of products for rare diseases,https://link.springer.com/article/10.1007/s10928-019-09645-4
2933,Medicine & Public Health,Oncology,Pediatric Radiology,http://link.springer.com/journal/247,49,7,June,2019,https://link.springer.com/journal/247/49/7,Original Article,Early proton magnetic resonance spectroscopy during and after therapeutic hypothermia in perinatal hypoxic–ischemic encephalopathy,https://link.springer.com/article/10.1007/s00247-019-04383-8
655,Medicine & Public Health,Cardiology,Cardiovascular Drugs and Therapy,http://link.springer.com/journal/10557,32,6,December,2018,https://link.springer.com/journal/10557/32/6,Review Article,Use of Fentanyl During Percutaneous Coronary Interventions: Safety and Drawbacks,https://link.springer.com/article/10.1007/s10557-018-6835-5
2698,Medicine & Public Health,Oncology,"Cancer Immunology, Immunotherapy",http://link.springer.com/journal/262,68,2,February,2019,https://link.springer.com/journal/262/68/2,Original Article,Analysis of tumor-infiltrating CD103 resident memory T-cell content in recurrent laryngeal squamous cell carcinoma,https://link.springer.com/article/10.1007/s00262-018-2256-3
3159,Biomedicine,Pharmacology-Toxicology,Journal of Pharmaceutical Innovation,http://link.springer.com/journal/12247,13,4,December,2018,https://link.springer.com/journal/12247/13/4,Original Article,A Quantitative Disintegration Method for Polymeric Films,https://link.springer.com/article/10.1007/s12247-018-9325-1
326,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,5,1,December,2007,https://link.springer.com/journal/12959/5/1,Original Clinical Investigation,Hyperhomocysteinemia in women with unexplained sterility or recurrent early pregnancy loss from Southern Italy: a preliminary report,https://link.springer.com/article/10.1186/1477-9560-5-10
2959,Medicine & Public Health,Oncology,Pediatric Radiology,http://link.springer.com/journal/247,49,1,January,2019,https://link.springer.com/journal/247/49/1,Review,"Imaging findings of sterile pyogenic arthritis, pyoderma gangrenosum and acne (PAPA) syndrome: differential diagnosis and review of the literature",https://link.springer.com/article/10.1007/s00247-018-4246-1
47,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,1,January,2019,https://link.springer.com/journal/270/42/1,Clinical Investigation,Endovascular Stroke Therapy with a Novel 6-French Aspiration Catheter,https://link.springer.com/article/10.1007/s00270-018-2093-y
3320,Biomedicine,Pharmacology-Toxicology,Cardiovascular Toxicology,http://link.springer.com/journal/12012,19,2,April,2019,https://link.springer.com/journal/12012/19/2,Original Paper,Pregnancy-Associated Plasma Protein A (PAPP-A) Concentration in Population of Healthy Young People: Interactions with Tobacco Smoke and Anti-oxidative Status,https://link.springer.com/article/10.1007/s12012-018-9479-6
3797,Biomedicine,Pharmacology-Toxicology,Psychopharmacology,http://link.springer.com/journal/213,236,4,April,2019,https://link.springer.com/journal/213/236/4,Review,Tobacco smoking and dopaminergic function in humans: a meta-analysis of molecular imaging studies,https://link.springer.com/article/10.1007/s00213-019-05196-1
98,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,25,3,June,2018,https://link.springer.com/journal/12350/25/3,Original Article,Polymorphism of SLC6A2 gene does not influence outcome of myocardial 123I-mIBG scintigraphy in patients with chronic heart failure,https://link.springer.com/article/10.1007/s12350-016-0722-x
222,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,47,1,January,2019,https://link.springer.com/journal/11239/47/1,Review Paper,A narrative review of the cardiovascular risks associated with concomitant aspirin and NSAID use,https://link.springer.com/article/10.1007/s11239-018-1764-5
1910,Biomedicine,Neurology,Neurotherapeutics,http://link.springer.com/journal/13311,15,1,January,2018,https://link.springer.com/journal/13311/15/1,Review,The Gut Microbiome in Neuromyelitis Optica,https://link.springer.com/article/10.1007/s13311-017-0594-z
2335,Biomedicine,Neurology,Acta Neuropathologica Communications,http://link.springer.com/journal/40478,4,1,December,2016,https://link.springer.com/journal/40478/4/1,Research,Farewell to GBM-O: Genomic and transcriptomic profiling of glioblastoma with oligodendroglioma component reveals distinct molecular subgroups,https://link.springer.com/article/10.1186/s40478-015-0270-7
2875,Medicine & Public Health,Oncology,Journal of Mammary Gland Biology and Neoplasia,http://link.springer.com/journal/10911,19,3-4,December,2014,https://link.springer.com/journal/10911/19/3,Review Paper,The HER2 Signaling Network in Breast Cancer—Like a Spider in its Web,https://link.springer.com/article/10.1007/s10911-014-9329-5
3151,Biomedicine,Pharmacology-Toxicology,Journal of Pharmaceutical Innovation,http://link.springer.com/journal/12247,14,2,June,2019,https://link.springer.com/journal/12247/14/2,Original Article,A Novel Stabilizing Approach to Improve the Manufacturing of Biodegradable Microparticles Entrapping Plasticizing Active Molecules: the Case of 4-Methoxychalcone,https://link.springer.com/article/10.1007/s12247-018-9346-9
3794,Biomedicine,Pharmacology-Toxicology,Psychopharmacology,http://link.springer.com/journal/213,236,5,May,2019,https://link.springer.com/journal/213/236/5,Review,Microbiota and gut neuropeptides: a dual action of antimicrobial activity and neuroimmune response,https://link.springer.com/article/10.1007/s00213-019-05224-0
1680,Biomedicine,Neurology,Neuroscience Bulletin,http://link.springer.com/journal/12264,32,6,December,2016,https://link.springer.com/journal/12264/32/6,Original Article,Agmatine Prevents Adaptation of the Hippocampal Glutamate System in Chronic Morphine-Treated Rats,https://link.springer.com/article/10.1007/s12264-016-0031-z
2384,Biomedicine,Neurology,Journal of NeuroEngineering and Rehabilitation,http://link.springer.com/journal/12984,8,1,December,2011,https://link.springer.com/journal/12984/8/1,Research,"Biomechanical energy harvesting from human motion: theory, state of the art, design guidelines, and future directions",https://link.springer.com/article/10.1186/1743-0003-8-22
73,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,26,3,June,2019,https://link.springer.com/journal/12350/26/3,Original Article,"Complete revascularization determined by myocardial perfusion imaging could improve the outcomes of patients with stable coronary artery disease, compared with incomplete revascularization and no revascularization",https://link.springer.com/article/10.1007/s12350-017-1145-z
708,Medicine & Public Health,Cardiology,Cardiovascular Drugs and Therapy,http://link.springer.com/journal/10557,30,3,June,2016,https://link.springer.com/journal/10557/30/3,Original Article,Remote Postconditioning Induced by Trauma Protects the Mouse Heart against Ischemia Reperfusion Injury. Involvement of the Neural Pathway and Molecular Mechanisms,https://link.springer.com/article/10.1007/s10557-016-6661-6
296,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,12,1,December,2014,https://link.springer.com/journal/12959/12/1,Original Clinical Investigation,Simple and rapid assay for effect of the new oral anticoagulant (NOAC) rivaroxaban: preliminary results support further tests with all NOACs,https://link.springer.com/article/10.1186/1477-9560-12-7
50,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,41,12,December,2018,https://link.springer.com/journal/270/41/12,Clinical Investigation,Comparison of Cone-Beam Tomography and Cross-Sectional Imaging for Volumetric and Dosimetric Calculations in Resin Yttrium-90 Radioembolization,https://link.springer.com/article/10.1007/s00270-018-2030-0
1800,Biomedicine,Neurology,Journal of Neurodevelopmental Disorders,http://link.springer.com/journal/11689,4,1,December,2012,https://link.springer.com/journal/11689/4/1,Review,New approaches to investigating social gestures in autism spectrum disorder,https://link.springer.com/article/10.1186/1866-1955-4-14
2965,Medicine & Public Health,Oncology,Pediatric Radiology,http://link.springer.com/journal/247,48,12,November,2018,https://link.springer.com/journal/247/48/12,Original Article,Meconium peritonitis: the role of postnatal radiographic and sonographic findings in predicting the need for surgery,https://link.springer.com/article/10.1007/s00247-018-4198-5
2947,Medicine & Public Health,Oncology,Pediatric Radiology,http://link.springer.com/journal/247,49,4,April,2019,https://link.springer.com/journal/247/49/4,Review,Review of paraneoplastic syndromes in children,https://link.springer.com/article/10.1007/s00247-019-04371-y
3951,Biomedicine,Pharmacology-Toxicology,Journal of Pharmacokinetics and Pharmacodynamics,http://link.springer.com/journal/10928,44,1,February,2017,https://link.springer.com/journal/10928/44/1,Original Paper,Drug disposition model of radiolabeled etelcalcetide in patients with chronic kidney disease and secondary hyperparathyroidism on hemodialysis,https://link.springer.com/article/10.1007/s10928-016-9503-z
507,Medicine & Public Health,Cardiology,Journal of Cardiovascular Magnetic Resonance,http://link.springer.com/journal/12968,18,1,December,2015,https://link.springer.com/journal/12968/18/1,Research,Relationship between cardiac diffusion tensor imaging parameters and anthropometrics in healthy volunteers,https://link.springer.com/article/10.1186/s12968-015-0215-0
2280,Biomedicine,Neurology,NeuroMolecular Medicine,http://link.springer.com/journal/12017,18,4,December,2016,https://link.springer.com/journal/12017/18/4,Original Paper,Plasma Amyloid Beta 1-42 and DNA Methylation Pattern Predict Accelerated Aging in Young Subjects with Down Syndrome,https://link.springer.com/article/10.1007/s12017-016-8413-y
2673,Medicine & Public Health,Oncology,"Cancer Immunology, Immunotherapy",http://link.springer.com/journal/262,68,8,August,2019,https://link.springer.com/journal/262/68/8,Original Article,Peri-operative monocyte count is a marker of poor prognosis in gastric cancer: increased monocytes are a characteristic of myeloid-derived suppressor cells,https://link.springer.com/article/10.1007/s00262-019-02366-0
3721,Biomedicine,Pharmacology-Toxicology,BMC Pharmacology and Toxicology,http://link.springer.com/journal/40360,20,1,December,2019,https://link.springer.com/journal/40360/20/1,Research Article,Application effect of apatinib in patients with failure of standard treatment for advanced malignant tumours,https://link.springer.com/article/10.1186/s40360-019-0362-2
145,Medicine & Public Health,Cardiology,Journal of Echocardiography,http://link.springer.com/journal/12574,17,3,September,2019,https://link.springer.com/journal/12574/17/3,Review Article,Biventricular takotsubo cardiomyopathy with asymmetrical wall motion abnormality between left and right ventricle: a report of new case and literature review,https://link.springer.com/article/10.1007/s12574-019-00424-1
1880,Biomedicine,Neurology,Sleep and Vigilance,http://link.springer.com/journal/41782,1,2,December,2017,https://link.springer.com/journal/41782/1/2,Original Article,Effect of Severe Obstructive Sleep Apnea on Morphology of Left-Sided Heart and Pulmonary Artery Pressure,https://link.springer.com/article/10.1007/s41782-017-0027-4
2053,Biomedicine,Neurology,Translational Stroke Research,http://link.springer.com/journal/12975,9,6,December,2018,https://link.springer.com/journal/12975/9/6,Original Article,Protein-Energy Malnutrition Exacerbates Stroke-Induced Forelimb Abnormalities and Dampens Neuroinflammation,https://link.springer.com/article/10.1007/s12975-018-0613-3
3744,Biomedicine,Pharmacology-Toxicology,BMC Pharmacology and Toxicology,http://link.springer.com/journal/40360,14,1,December,2013,https://link.springer.com/journal/40360/14/1,Research Article,Raltegravir does not revert efflux activity of MDR1-P-glycoprotein in human MDR cells,https://link.springer.com/article/10.1186/2050-6511-14-47
1451,Biomedicine,Immunology,Journal of Experimental & Clinical Cancer Research,http://link.springer.com/journal/13046,31,1,December,2012,https://link.springer.com/journal/13046/31/1,Research,Clinical significance of SOX9 in human non-small cell lung cancer progression and overall patient survival,https://link.springer.com/article/10.1186/1756-9966-31-18
1548,Biomedicine,Immunology,Immunity & Ageing,http://link.springer.com/journal/12979,13,1,December,2016,https://link.springer.com/journal/12979/13/1,Research,β-glucans: ex vivo inflammatory and oxidative stress results after pasta intake,https://link.springer.com/article/10.1186/s12979-016-0068-x
3204,Biomedicine,Pharmacology-Toxicology,Journal of Pharmaceutical Innovation,http://link.springer.com/journal/12247,10,4,December,2015,https://link.springer.com/journal/12247/10/4,Research Article,Targeted Delivery of Superoxide Dismutase by Chemical Modification with Quaternary Ammonium Chitosan and Pharmacokinetic Analysis,https://link.springer.com/article/10.1007/s12247-015-9231-8
3567,Biomedicine,Pharmacology-Toxicology,Journal of Cancer Education,http://link.springer.com/journal/13187,32,3,September,2017,https://link.springer.com/journal/13187/32/3,Original Paper,Patient’s Education Before Mastectomy Influences the Rate of Reconstructive Surgery,https://link.springer.com/article/10.1007/s13187-016-0982-9
